Date,Open,High,Low,Close,Volume,Turnover
11-11-2015,5375,5400,5320.3,5385.35,5779,3.10321E+12
13-11-2015,5384.9,5384.9,5240,5310.65,60874,3.23841E+13
16-11-2015,5300,5318,5211.95,5272.1,54491,2.86521E+13
17-11-2015,5278,5315.95,5190.65,5230.4,41552,2.17192E+13
18-11-2015,5268.9,5310,5175.2,5275.8,59108,3.08835E+13
19-11-2015,5280,5425,5250.1,5417,35073,1.88325E+13
20-11-2015,5422.55,5486.95,5390.7,5448.25,38610,2.10155E+13
23-11-2015,5458.5,5500,5431.05,5496.8,40359,2.2124E+13
24-11-2015,5490,5600,5490,5544.8,62548,3.47568E+13
26-11-2015,5555,5645,5495,5550.5,77985,4.35533E+13
27-11-2015,5530.1,5624.4,5514.6,5579.35,34948,1.94467E+13
30-11-2015,5599,5599,5473.6,5515.15,26454,1.4629E+13
01-12-2015,5515,5624.9,5495.35,5603.8,47251,2.64411E+13
02-12-2015,5570,5629.9,5552,5572.65,27364,1.53333E+13
03-12-2015,5598.8,5604.7,5530.1,5546.15,18280,1.01762E+13
04-12-2015,5546,5585.95,5435.75,5447.1,17003,9.38204E+12
07-12-2015,5452.7,5521.6,5440.1,5476.7,19334,1.05775E+13
08-12-2015,5474,5597.5,5380.7,5537.2,26759,1.48334E+13
09-12-2015,5539.95,5570.85,5461.2,5504.45,71839,3.9655E+13
10-12-2015,5510.1,5580,5489.9,5537.75,18712,1.03745E+13
11-12-2015,5537.75,5578.8,5501.15,5524.6,28032,1.55199E+13
14-12-2015,5520,5550,5419.05,5437.95,28558,1.56466E+13
15-12-2015,5475,5625,5430.1,5605.9,32958,1.82847E+13
16-12-2015,5610.05,5695.9,5587,5608.25,43912,2.47965E+13
17-12-2015,5630,5759.9,5625,5736.8,91756,5.25228E+13
18-12-2015,5736,5850,5736,5813.8,64645,3.7551E+13
21-12-2015,5750,5924.5,5750,5869.8,37884,2.22346E+13
22-12-2015,5904.9,5913.95,5845,5895.45,25729,1.51273E+13
23-12-2015,5900,5951.45,5856.65,5911.5,28489,1.68299E+13
24-12-2015,5915,5925,5851.5,5900.9,24606,1.44938E+13
28-12-2015,5915,5915,5885,5906.35,9021,5.32365E+12
29-12-2015,5910,5999,5891.2,5986.4,36231,2.16311E+13
30-12-2015,6000,6021,5943.2,5974.2,38293,2.28702E+13
31-12-2015,5999.9,6040,5961.4,6009.95,55193,3.31722E+13
01-01-2016,6016.1,6118.75,6000,6095.85,30394,1.84442E+13
04-01-2016,6099,6099,5995.45,6052.45,40720,2.46285E+13
05-01-2016,6075,6098.85,5980,5997.85,51120,3.07059E+13
06-01-2016,5996.9,6180,5951,6107.25,34601,2.10527E+13
07-01-2016,6099.8,6189.9,6030.2,6106.3,78229,4.78422E+13
08-01-2016,6136,6365.2,6092.6,6314.5,103507,6.50516E+13
11-01-2016,6311.9,6389,6221,6306.2,53240,3.3735E+13
12-01-2016,6310,6329,6152,6208.8,58452,3.62815E+13
13-01-2016,6220,6295.4,6035.05,6077.85,103594,6.34775E+13
14-01-2016,6050,6121.3,5989.45,6075.9,55754,3.3836E+13
15-01-2016,6030,6145.9,5881.5,5975.3,41527,2.48774E+13
18-01-2016,5915.2,5975,5468.25,5503.2,112213,6.40494E+13
19-01-2016,5503.2,5710,5349.05,5644.9,63701,3.55367E+13
20-01-2016,5620,5700,5457.1,5639.4,98018,5.45409E+13
21-01-2016,5690.05,5825.05,5610,5742.05,70958,4.04994E+13
22-01-2016,5817,5849,5753.45,5820.65,56133,3.26522E+13
25-01-2016,5824.9,5950,5823.95,5856.3,46814,2.76577E+13
27-01-2016,5907,5988.9,5818,5936.95,39295,2.31829E+13
28-01-2016,5949.55,5979.95,5730,5776.05,69519,4.08285E+13
29-01-2016,5839,5969.95,5756,5928.4,35963,2.10812E+13
01-02-2016,6067,6067,5882.95,6003.15,32927,1.975E+13
02-02-2016,6037,6050.1,5781.05,5811.4,78364,4.66084E+13
03-02-2016,5760,6489.9,5601,6379.75,516829,3.17184E+14
04-02-2016,6411,6425.65,6220,6343.9,138857,8.76503E+13
05-02-2016,6348,6750,6348,6698.35,239566,1.59422E+14
08-02-2016,6696.6,6837.95,6561,6660.15,103521,6.98453E+13
09-02-2016,6600,6665.75,6396,6584.05,92118,6.00608E+13
10-02-2016,6584.05,6707.55,6410,6478.6,79180,5.18235E+13
11-02-2016,6534.7,6535,6061,6179.2,110694,6.93988E+13
12-02-2016,6203,6338,5930,5996.75,147163,9.00668E+13
15-02-2016,6146.9,6300,6117,6209.95,96537,6.00365E+13
16-02-2016,6192,6247.9,5965.3,6011.4,65720,3.96487E+13
17-02-2016,6049,6165,5830.2,6110.95,66717,3.99697E+13
18-02-2016,6160,6235,6105,6163.95,32765,2.02037E+13
19-02-2016,6189.95,6215,6020,6048.1,47203,2.87051E+13
22-02-2016,6138.95,6138.95,5851.2,6002.45,52748,3.15259E+13
23-02-2016,6031.5,6044.95,5858,5894.85,43557,2.59282E+13
24-02-2016,5906.9,5906.9,5800,5814.2,47581,2.77973E+13
25-02-2016,5849.5,5855,5608.8,5752.9,116987,6.65661E+13
26-02-2016,5845,5860,5736.2,5808.45,109104,6.33078E+13
29-02-2016,5808.45,6070,5643.95,5932.05,64047,3.74183E+13
01-03-2016,5960.2,6260,5960.2,6208.85,86775,5.33079E+13
02-03-2016,6280,6509,6243.4,6370.9,122201,7.83338E+13
03-03-2016,6381,6410,6179.8,6207.7,65451,4.11455E+13
04-03-2016,6299,6387,6154,6334.55,46275,2.92046E+13
08-03-2016,6339.8,6432.7,6274.1,6293.05,52949,3.35818E+13
09-03-2016,6295,6475,6205.55,6423.8,62859,4.01015E+13
10-03-2016,6430.2,6460,6381.2,6404.9,40423,2.59403E+13
11-03-2016,6449.8,6449.8,6330,6400.4,43139,2.7609E+13
14-03-2016,6405,6545,6405,6516.75,45791,2.9691E+13
15-03-2016,6545,6595,6421,6474.15,51958,3.38909E+13
16-03-2016,6464.85,6490,6332,6482.35,58333,3.74757E+13
17-03-2016,6535.3,6650,6495.7,6581.55,92792,6.09798E+13
18-03-2016,6608.5,6663.1,6493,6632.4,69920,4.592E+13
21-03-2016,6667,6715.7,6600,6654,117159,7.79788E+13
22-03-2016,6665,6677.9,6561.8,6607.55,34530,2.28494E+13
23-03-2016,6630,6899,6609.1,6874.2,124594,8.4656E+13
28-03-2016,6899,6900,6690,6700.2,65968,4.46752E+13
29-03-2016,6645,6748.95,6639.9,6656.75,44194,2.94513E+13
30-03-2016,6672.9,6821.85,6670.1,6787.75,47989,3.24471E+13
31-03-2016,6755.5,6990,6735,6924.15,74559,5.11199E+13
01-04-2016,6939,7030.95,6800.05,6877.5,66458,4.58484E+13
04-04-2016,6900,6962.8,6832.3,6869.7,63385,4.36885E+13
05-04-2016,6850,6920,6800.1,6823.55,55779,3.82891E+13
06-04-2016,6890,6995,6846.05,6947.55,45505,3.14414E+13
07-04-2016,6978.95,7046.5,6945.45,6982.6,56095,3.92459E+13
08-04-2016,7025,7175,6960,7133.5,74673,5.28103E+13
11-04-2016,7150,7230,7100,7193.2,55986,4.01055E+13
12-04-2016,7220,7373,7195,7335.5,123347,9.01207E+13
13-04-2016,7390,7520,7380.1,7430.4,104254,7.77449E+13
18-04-2016,7433,7531.7,7285.5,7313.9,145581,1.08082E+14
20-04-2016,7397,7419.3,7200,7213.4,155384,1.13831E+14
21-04-2016,7210,7220.1,6945.45,6986.5,181018,1.27542E+14
22-04-2016,6986.5,7016.4,6891,6971.15,97930,6.8131E+13
25-04-2016,6998.9,7019.9,6829.45,6853.85,66056,4.56924E+13
26-04-2016,6875,7132.05,6840.05,7004.35,133505,9.37405E+13
27-04-2016,7000,7041.75,6915.55,6945.65,79964,5.58179E+13
28-04-2016,6930,7040,6925,6967.1,153675,1.07481E+14
29-04-2016,6960,6983.2,6795.2,6829.1,76972,5.28024E+13
02-05-2016,6874,7100,6750,7053.75,78337,5.48238E+13
03-05-2016,7100,7125.75,6940,6985.5,98939,6.94868E+13
04-05-2016,6980.5,7039.7,6913.8,6954.2,88513,6.19318E+13
